#name	crc	size	key
Lamborghini - American Challenge (Europe)	564b0b2d	1062	Lamborghini - American Challenge (Europe)
Last Ninja 3 (Europe)	d13b4f82	110	Last Ninja 3 (Europe)
Legends (Europe) (En,Fr,De)	2fc3c077	3520	Legends (Europe) (En,Fr,De)
Liberation - Captive II (Europe)	d36c10e7	1195	Liberation - Captive II (Europe)
Liberation - Captive II (Europe) (Rev 1)	3e096e4a	1283	Liberation - Captive II (Europe)
Liberation - Captive II (Europe) (Rev 2)	7e708052	1283	Liberation - Captive II (Europe)
Liberation - Captive II (Europe) (Rev 3)	41a7da5a	1283	Liberation - Captive II (Europe)
Litil Divil (Europe)	f323b4b1	971	Litil Divil (Europe)
Lost Vikings, The (Europe)	c7e7eb4b	92	Lost Vikings, The (Europe)
Magic Island (Czech)	9eea20d4	86	Magic Island (Czech)
Manchester United - Premier League Champions (Europe) (En,Fr,De,It)	97a32660	156	Manchester United - Premier League Champions (Europe) (En,Fr,De,It)
Manchester United - Premier League Champions (Europe) (En,Fr,De,It) (Rev 1)	870218c7	164	Manchester United - Premier League Champions (Europe) (En,Fr,De,It)
Marvin's Marvellous Adventure (Europe) (En,Fr,De,Es,It)	701c040d	1782	Marvin's Marvellous Adventure (Europe) (En,Fr,De,Es,It)
Mean Arenas (Europe)	a8e86e47	109	Mean Arenas (Europe)
Microcosm (Europe)	d1f7f2ed	244	Microcosm (Europe)
Microcosm (Europe) (Alt)	08875505	113	Microcosm (Europe)
Microcosm (Europe) (Demo)	d7f7f5e9	114	Microcosm (Europe)
Morph (Europe)	3dca50c4	103	Morph (Europe)
Myth - History in the Making (Europe)	253bf0e9	126	Myth - History in the Making (Europe)
Naughty Ones (Europe)	25fb5b36	87	Naughty Ones (Europe)
Nick Faldos Championship Golf (Europe)	180c27ef	127	Nick Faldos Championship Golf (Europe)
Nigel Mansell's World Championship (Europe)	efdd57d7	1077	Nigel Mansell's World Championship (Europe)
Nigel Mansell's World Championship (Europe) (Alt)	294db8a6	1131	Nigel Mansell's World Championship (Europe)
Overkill & Lunar-C (Europe)	b2b8215d	93	Overkill & Lunar-C (Europe)
PGA European Tour (Europe)	d3d01316	92	PGA European Tour (Europe)
Pierre Le Chef Is ... Out to Lunch (Europe)	daeef3b6	109	Pierre Le Chef Is ... Out to Lunch (Europe)
Pinball Fantasies (Europe)	6fb5384c	342	Pinball Fantasies (Europe)
Pinball Illusions (Europe)	05371984	3873	Pinball Illusions (Europe)
Pirates! Gold (Europe) (En,De)	fdbc92fe	2601	Pirates! Gold (Europe) (En,De)
Power Drive (Europe) (En,Fr,De,Es,It)	30ac6522	103	Power Drive (Europe) (En,Fr,De,Es,It)
Power-Games (Europe) (En,De)	9c317a27	117	Power-Games (Europe) (En,De)
Premiere (Europe)	3a2d736d	106	Premiere (Europe)
Prey - An Alien Encounter (Europe)	bc30d49a	100	Prey - An Alien Encounter (Europe)
Project-X & F17 Challenge (Europe) (En,Fr,De,It,Da)	6ec76422	140	Project-X & F17 Challenge (Europe) (En,Fr,De,It,Da)
Project-X & F17 Challenge (Europe) (En,Fr,De,It,Da) (v2.0)	ffc0ce8c	147	Project-X & F17 Challenge (Europe) (En,Fr,De,It,Da)
Project-X & Ultimate Body Blows (Europe)	e6873b1e	1332	Project-X & Ultimate Body Blows (Europe)
Projekt - Lila (Germany)	1dc46b51	90	Projekt - Lila (Germany)
Projekt - Lila (Germany) (Remastered)	d65abcbd	103	Projekt - Lila (Germany)
Quik the Thunder Rabbit (Europe)	f7dc7758	98	Quik the Thunder Rabbit (Europe)
Rise of the Robots (Europe)	860426e9	93	Rise of the Robots (Europe)
Roadkill (Europe)	19048652	106	Roadkill (Europe)
Roadkill (Europe) (Alt)	8335b6d4	89	Roadkill (Europe)
Ryder Cup - Johnnie Walker (Europe)	42867907	101	Ryder Cup - Johnnie Walker (Europe)
Sabre Team (Europe) (En,Fr,De,Es,It)	09a6c00b	102	Sabre Team (Europe) (En,Fr,De,Es,It)
Seek and Destroy (Europe)	85b80179	819	Seek and Destroy (Europe)
Sensible Soccer - European Champions (Europe) (En,Fr,De,It)	27477b53	2933	Sensible Soccer - European Champions (Europe) (En,Fr,De,It)
Seven Gates of Jambala, The (Europe)	d28c6ffe	102	Seven Gates of Jambala, The (Europe)
Shadow Fighter (Europe)	c84f5a37	1476	Shadow Fighter (Europe)
Simon the Sorcerer (Europe)	1dff5096	116	Simon the Sorcerer (Europe)
Skeleton Krew (Europe)	2c1a2d57	702	Skeleton Krew (Europe)
Sleepwalker & Pinball Fantasies (Europe)	8e5b4e7e	1490	Sleepwalker & Pinball Fantasies (Europe)
Sleepwalker (Europe)	d943e0b9	894	Sleepwalker (Europe)
Soccer Kid (Europe) (En,Fr,De,Es,It)	7a69293b	2859	Soccer Kid (Europe) (En,Fr,De,Es,It)
Speedball 2 (Europe)	3a1b7360	2167	Speedball 2 (Europe)
Speris Legacy, The (Europe)	103703a0	93	Speris Legacy, The (Europe)
Sports - Football (USA)	3d49c44b	801	Sports - Football (USA)
Striker (Europe)	8202e556	811	Striker (Europe)
Strip Pot (Europe)	b18e6125	84	Strip Pot (Europe)
Subwar 2050 (Europe) (En,Fr,De)	268c8e97	97	Subwar 2050 (Europe) (En,Fr,De)
Summer Olympix (Europe)	a69d9f55	239	Summer Olympix (Europe)
Super Methane Bros. (Europe)	46461df8	1251	Super Methane Bros. (Europe)
Super Methane Bros. (Europe) (Alt)	17aeb1f5	1323	Super Methane Bros. (Europe)
Super Putty (Europe)	b3eff4bf	86	Super Putty (Europe)
Super Skidmarks (Europe)	f94ac086	477	Super Skidmarks (Europe)
Super Skidmarks (Europe) (Alt)	87766215	501	Super Skidmarks (Europe)
Super Stardust (Europe)	3e3d2b2c	2932	Super Stardust (Europe)
Super Street Fighter II Turbo (Europe)	1753992d	6123	Super Street Fighter II Turbo (Europe)
Superfrog (Europe)	7064eacf	107	Superfrog (Europe)
Surf Ninjas (Europe)	fff04d96	86	Surf Ninjas (Europe)
Syndicate (Europe) (En,Fr,It)	9a4d4e2b	95	Syndicate (Europe) (En,Fr,It)
Theme Park (Europe) (En,Fr,De,It)	a0c3ed07	3333	Theme Park (Europe) (En,Fr,De,It)
Top Gear 2 (Europe)	d5faf773	861	Top Gear 2 (Europe)
Total Carnage (Europe)	1a80e1d5	111	Total Carnage (Europe)
Trivial Pursuit - The CD32 Edition (Europe)	ebbb3d2d	132	Trivial Pursuit - The CD32 Edition (Europe)
Trolls (Europe)	0c903eae	1095	Trolls (Europe)
UFO - Enemy Unknown (Europe) (En,Fr,De)	144316f0	105	UFO - Enemy Unknown (Europe) (En,Fr,De)
Ultimate Body Blows (Europe)	f4523473	1051	Ultimate Body Blows (Europe)
Universe (Europe) (En,Fr,De,It)	ba606be6	2523	Universe (Europe) (En,Fr,De,It)
Vital Light (Europe)	d5d852e9	86	Vital Light (Europe)
Vital Light (Europe) (Alt)	347e9458	92	Vital Light (Europe)
Wembley International Soccer (Europe)	c2374b6d	244	Wembley International Soccer (Europe)
Whale's Voyage (Europe)	107be808	239	Whale's Voyage (Europe)
Whale's Voyage (Europe) (Rev 1)	7a10ef08	255	Whale's Voyage (Europe)
Whale's Voyage (Germany)	c1e0a6c9	241	Whale's Voyage (Europe)
Wild Cup Soccer (Europe)	11c3b4e2	503	Wild Cup Soccer (Europe)
Worms (Europe) (En,Fr,De)	edf2ec29	934	Worms (Europe) (En,Fr,De)
Zool - Ninja of the Nth Dimension (Europe)	cc517093	1419	Zool - Ninja of the Nth Dimension (Europe)
Zool 2 (Europe)	2aab4031	921	Zool 2 (Europe)
Zool 2 (Europe) (Alt)	418c2812	958	Zool 2 (Europe)
